;year;nr;name;land;str_cl;cars_r1;cars_r2;trucks_r1;trucks_r2
7767;2012;3634;Schlieben;BB;B;1680;1717;304;326
7768;2012;4205;Torgau;SN;B;4495;4518;624;625
7769;2012;3816;Wethau;ST;B;7554;7474;502;502
7770;2012;4431;Eisenach;TH;B;3830;4049;232;230
7771;2012;4465;Farnroda;TH;B;4281;4288;196;183
7772;2012;4471;Rothenstein;TH;B;6408;6406;329;328
7773;2012;4417;Watzdorf;TH;B;3038;3141;208;213
7774;2012;4454;Bachfeld;TH;B;1454;1468;116;117
7775;2012;4456;Neuhaus-Schierschnitz;TH;B;2227;2264;245;240
7776;2012;9206;Stockheim-Haßlach (w);BY;B;4063;3844;327;321
7777;2012;3857;Merseburg ( 3 );ST;B;8185;9316;654;779
7778;2012;3858;Merseburg ( 4 );ST;B;6156;6965;656;673
7779;2012;3852;Nessa;ST;B;4853;4970;694;693
7780;2012;3815;Weißenfels;ST;B;6227;6665;778;866
7781;2012;4201;Adorf;SN;B;3888;3959;292;284
7782;2012;4219;Schönberg (GÜG);SN;B;964;895;112;123
7783;2012;4476;Wildetaube;TH;B;3109;3155;276;290
7784;2012;4474;Gardschütz;TH;B;3708;3728;387;375
7785;2012;4472;Langenwolschendorf;TH;B;2328;2363;93;102
7786;2012;4224;Hammerunterwiesenthal;SN;B;1606;1561;101;103
7787;2012;4220;Oberwiesenthal (GÜG);SN;B;800;886;23;21
7788;2012;2063;Blankenfelde;BE;B;5949;6126;211;214
7789;2012;3717;Mahlow 2;BB;B;5500;5901;455;447
7790;2012;3703;Dannenwalde;BB;B;3245;3174;405;395
7791;2012;3620;Dollenchen;BB;B;1822;1813;216;222
7792;2012;3619;Nassenheide;BB;B;8939;8862;792;768
7793;2012;1730;Scharpitz;MV;B;6736;6522;524;511
7794;2012;1744;Stralsund;MV;B;5157;5323;365;379
7795;2012;1727;Weisdin;MV;B;4405;4384;369;349
7796;2012;3715;Zossen;BB;B;3817;3829;275;243
7797;2012;3622;Birkhahn;BB;B;4658;4698;467;453
7798;2012;4208;Hoyerswerda;SN;B;4683;4725;264;270
7799;2012;3686;Schlagsdorf-Grenze;BB;B;1715;1690;417;402
7800;2012;3685;Schlagsdorf-West;BB;B;2209;1914;464;451
7801;2012;3805;Hohenthurm;ST;B;11952;12136;1433;1419
7802;2012;3718;Heinersdorf;BB;B;10077;10941;1150;1070
7803;2012;4216;Aue;SN;B;8621;8476;416;422
7804;2012;3689;Beutersitz;BB;B;1717;1706;289;282
7805;2012;4215;Freiberg;SN;B;7793;7617;439;440
7806;2012;2066;Marienfelde;BE;B;10234;10182;1265;1229
7807;2012;3651;Woltersdorf;BB;B;3061;2995;276;281
7808;2012;3636;Fredersdorf;BB;B;1802;1787;142;131
7809;2012;3637;Werbig;BB;B;1160;1162;106;106
7810;2012;1715;Hoppenrade;MV;B;1538;1520;187;180
7811;2012;1743;Lütten Klein;MV;B;15968;16428;375;380
7812;2012;1742;Reutershagen;MV;B;14563;15079;617;627
7813;2012;1714;Sarmstorf;MV;B;4339;4332;344;346
7814;2012;1709;Brahlstorf;MV;B;2276;2325;210;230
7815;2012;1713;Klueß;MV;B;2799;2728;267;252
7816;2012;1724;Rosenow;MV;B;2198;2210;319;317
7817;2012;1702;Schönberg;MV;B;2032;1991;299;283
7818;2012;1701;Selmsdorf;MV;B;5066;5106;416;378
7819;2012;1719;Woldegk;MV;B;1177;1169;99;106
7820;2012;1739;Zerrenthin;MV;B;3136;3109;263;266
7821;2012;1741;Bargeshagen;MV;B;8811;8861;323;370
7822;2012;1710;Hornstorf;MV;B;3595;3699;251;257
7823;2012;1722;Karnin;MV;B;3473;3495;334;376
7824;2012;1729;Reinberg;MV;B;4125;4215;260;255
7825;2012;1716;Rövershagen;MV;B;8800;8749;454;439
7826;2012;1740;Sülsdorf;MV;B;2712;2791;170;159
7827;2012;1707;Niendorf;MV;B;3984;4006;194;203
7828;2012;3891;Ferropolis;ST;B;2433;2455;179;188
7829;2012;4225;Großbothen;SN;B;2767;2555;156;148
7830;2012;3899;Göritz;ST;B;941;917;206;201
7831;2012;3855;Jerichow;ST;B;3153;3115;405;399
7832;2012;3890;Wulkau;ST;B;1766;1748;175;178
7833;2012;1718;Perow;MV;B;1918;1876;293;282
7834;2012;1723;Ferdinandshof;MV;B;2638;2624;269;265
7835;2012;1736;Neu Kosenow;MV;B;3770;3809;373;365
7836;2012;1725;Demmin;MV;B;1957;1915;263;256
7837;2012;1717;Hohenfelde;MV;B;4085;4057;251;262
7838;2012;1738;Usedom;MV;B;3794;3682;179;166
7839;2012;1737;Bannemin;MV;B;6330;6003;287;308
7840;2012;3716;Lossow 2;BB;B;5049;5141;395;420
7841;2012;3687;Schlagsdorf-Nord;BB;B;1409;1420;103;110
7842;2012;3721;Steinsdorf;BB;B;2130;2147;245;267
7843;2012;3722;Taubendorf;BB;B;;;;
7844;2012;4209;Görlitz;SN;B;3697;4075;180;224
7845;2012;3675;Simmersdorf;BB;B;2191;2267;115;120
7846;2012;3680;Köpernitz;BB;B;1469;1545;81;88
7847;2012;3625;Ahrensfelde;BB;B;11037;10516;625;609
7848;2012;3638;Hohenwutzen;BB;B;5844;5862;131;129
7849;2012;3706;Tiefensee;BB;B;3953;3903;160;150
7850;2012;3672;Schwedt;BB;B;3495;3538;257;259
7851;2012;3707;Teerofen;BB;B;2767;2768;285;294
7852;2012;3710;Carzig;BB;B;1596;1621;82;89
7853;2012;3626;Falkenberg;BB;B;2410;2470;103;131
7854;2012;3639;Ganzer;BB;B;2463;2448;218;224
7855;2012;3709;Löwenberg;BB;B;1708;1715;238;245
7856;2012;3708;Zerpenschleuse;BB;B;1772;1736;246;241
7857;2012;3693;Müncheberg;BB;B;2236;2241;147;146
7858;2012;3711;Turnow;BB;B;2361;2382;199;197
7859;2012;3653;Drebkau;BB;B;5328;5211;616;639
7860;2012;4206;Döbeln;SN;B;5337;5339;675;657
7861;2012;4230;Hainichen;SN;B;1986;1852;207;221
7862;2012;4267;Hundshübel (OU);SN;B;1626;1701;104;104
7863;2012;3635;Plessa;BB;B;3340;3229;401;388
7864;2012;4228;Altenberg (GÜG);SN;B;891;840;16;17
7865;2012;4294;Dippoldiswalde;SN;B;4403;4299;159;162
7866;2012;4218;Possendorfer Berg;SN;B;6630;6510;272;271
7867;2012;4296;Zöblitz;SN;B;1282;1262;85;79
7868;2012;4217;Heidenau;SN;B;7848;8186;332;325
7869;2012;4297;Königstein;SN;B;3776;3775;132;131
7870;2012;4223;Schmilka (GÜG);SN;B;1287;1298;10;11
7871;2012;4298;Chemnitz-Hilbersdorf;SN;B;7154;7248;288;307
7872;2012;4233;Großzöbern;SN;B;1080;949;59;50
7873;2012;4231;Grumbach;SN;B;4951;4977;348;343
7874;2012;9305;Kronach (O);BY;B;6657;6645;724;776
7875;2012;4232;Lichtentanne;SN;B;3912;3818;302;283
7876;2012;9572;Marktzeuln-Zettlitz (o);BY;B;5494;5403;639;607
7877;2012;9571;Marktzeuln-Zettlitz (w);BY;B;6375;6677;777;850
7878;2012;4210;Mittelbacher Berg;SN;B;1963;1764;128;106
7879;2012;4227;Mülsen St. Jacob;SN;B;2553;2581;182;185
7880;2012;4202;Marienberg;SN;B;2934;2995;507;537
7881;2012;4221;Reitzenhain (GÜG);SN;B;2389;2388;443;465
7882;2012;4203;Rochlitz;SN;B;2063;2159;179;189
7883;2012;4423;Backleben;TH;B;2006;1957;126;122
7884;2012;4410;Dachwig;TH;B;5591;5631;551;558
7885;2012;3900;Freyburg (2) WWA;ST;B;1932;1952;243;238
7886;2012;4407;Gräfentonna;TH;B;5342;5253;508;472
7887;2012;3654;Märkisch Buchholz;BB;B;741;738;63;58
7888;2012;3842;Freyburg;ST;B;;;;
7889;2012;3813;Walbeck;ST;B;4039;3924;493;442
7890;2012;3846;Merseburg ( 1 );ST;B;7149;7262;482;477
7891;2012;3896;OU Radegast;ST;B;3433;3508;415;415
7892;2012;3921;Rösa;ST;B;1101;1129;90;88
7893;2012;3823;Wolfen;ST;B;3434;3299;241;209
7894;2012;3818;Zerbst ( 1 );ST;B;2726;2829;448;454
7895;2012;3849;Ballenstedt;ST;B;;;;
7896;2012;3824;Bernburg ( 2 );ST;B;2545;2418;372;348
7897;2012;3808;Roßlau;ST;B;2752;2802;361;373
7898;2012;3847;Wittenberg;ST;B;;;;
7899;2012;3822;Gardelegen;ST;B;2237;2370;205;228
7900;2012;3889;Mieste;ST;B;2093;2094;241;224
7901;2012;3821;OU Tangermünde;ST;B;5624;5593;642;658
7902;2012;3382;Uetze;NI;B;2484;2434;293;272
7903;2012;3341;Weyhausen (W);NI;B;9895;9542;456;452
7904;2012;3888;Wust;ST;B;1518;1504;212;229
7905;2012;3640;Groß Pankow;BB;B;1926;1986;242;265
7906;2012;3679;Heiligengrabe;BB;B;3773;3736;564;575
7907;2012;3844;Osterburg;ST;B;;;;
7908;2012;3829;Stendal ( 1 );ST;B;3832;3892;468;502
7909;2012;3826;Wolmirstedt;ST;B;6774;6803;795;805
7910;2012;3830;Arendsee;ST;B;1965;1963;253;263
7911;2012;3886;Salzwedel;ST;B;3120;3166;263;270
7912;2012;1705;Dömitz;MV;B;2940;2878;437;450
7913;2012;1712;Rom;MV;B;2816;2827;367;355
7914;2012;1711;Reinstorf;MV;B;2818;2882;279;283
7915;2012;1720;Waren;MV;B;5042;5048;487;520
7916;2012;1726;Poggendorf;MV;B;1515;1503;193;178
7917;2012;3655;Lenzen;BB;B;796;811;47;53
7918;2012;1703;Teldau;MV;B;558;571;44;43
7919;2012;1731;Kaiseritz;MV;B;5331;5419;234;247
7920;2012;1735;Boldekow;MV;B;1341;1332;163;164
7921;2012;3641;Bietikow;BB;B;2595;2583;237;247
7922;2012;1733;Hinrichshagen;MV;B;971;986;231;217
7923;2012;1721;Vietzen;MV;B;2054;1975;355;317
7924;2012;1150;Flensburg-Ost / Engelsby;SH;B;8981;8619;186;180
7925;2012;1127;Gottrupel;SH;B;6195;6124;271;285
7926;2012;1113;Flensburg Süd 1;SH;B;15228;15414;581;554
7927;2012;1141;Flensburg Süd 3/Osttang.;SH;B;13550;13090;540;521
7928;2012;1157;Flensburg Süd 4;SH;B;12864;12609;632;582
7929;2012;1134;Wassersleben;SH;B;6166;5867;85;66
7930;2012;1174;Döhnsdorf;SH;B;2376;2389;160;155
7931;2012;1180;Hohn;SH;B;3050;3097;120;120
7932;2012;1175;Kotzenbüll;SH;B;2997;3134;114;128
7933;2012;1136;Raisdorf II;SH;B;7003;7270;310;296
7934;2012;1181;Rastorfer Passau;SH;B;4719;4719;192;185
7935;2012;1182;Eckernförde (Barkelsby);SH;B;5981;5839;215;238
7936;2012;1176;Eckernförde / Goosefeld;SH;B;4371;4438;192;194
7937;2012;1117;Friedrichsgabekoog;SH;B;3525;3558;201;199
7938;2012;1183;Lexfähre;SH;B;2348;2425;159;156
7939;2012;1125;Süderholm;SH;B;4114;4103;162;161
7940;2012;1197;Itzehoe-West 5;SH;B;7912;8091;453;487
7941;2012;1145;Schmabek;SH;B;5366;5503;243;243
7942;2012;1164;Segeberg Ost;SH;B;9201;9067;997;929
7943;2012;1165;Segeberg West 1;SH;B;12335;7197;1313;673
7944;2012;1184;Elmenhorst;SH;B;4443;4236;349;334
7945;2012;1131;Fehmarnsundbrücke;SH;B;6755;6578;769;702
7946;2012;1138;Neubörnsen;SH;B;5722;5424;232;230
7947;2012;1160;Mustin;SH;B;1221;1227;75;81
7948;2012;3410;Amelinghausen;NI;B;2255;2145;246;235
7949;2012;3348;Georgsheil (W);NI;B;6517;6591;320;331
7950;2012;3314;Heidmühle;NI;B;6632;6570;368;359
7951;2012;3380;Altendorf;NI;B;5047;4898;862;821
7952;2012;3386;Bookholzberg;NI;B;3050;3038;213;206
7953;2012;3370;Herzlake;NI;B;3993;4068;1698;1755
7954;2012;3327;Lingen/Ems;NI;B;7675;7895;1000;994
7955;2012;3360;Nordhorn;NI;B;5678;5682;283;269
7956;2012;3371;Stapelfeld;NI;B;9451;9288;2214;2133
7957;2012;3398;Didderse;NI;B;5041;4939;451;423
7958;2012;3397;Edemissen;NI;B;2568;2483;345;330
7959;2012;3387;Freistatt;NI;B;2632;2571;682;669
7960;2012;3323;Lüneburg;NI;B;9710;9844;838;862
7961;2012;3330;Ronnenberg;NI;B;10144;9999;303;307
7962;2012;5350;Greven (N);NW;B;4782;4760;448;456
7963;2012;5306;Greven (S);NW;B;5667;5611;172;175
7964;2012;5258;Emmerich;NW;B;6218;6387;544;567
7965;2012;5432;Brüggen (N);NW;B;5922;5688;217;246
7966;2012;5259;Heinsberg;NW;B;7405;7389;381;407
7967;2012;5344;Bottrop;NW;B;19601;20676;1155;1191
7968;2012;5334;Delecke 2;NW;B;1941;2032;87;86
7969;2012;5321;Lüdenscheid-Brügge;NW;B;7344;7448;355;358
7970;2012;5203;Solingen;NW;B;5889;5299;288;247
7971;2012;5238;Holzheim;NW;B;5042;5519;281;330
7972;2012;5345;Datteln;NW;B;4959;4889;251;262
7973;2012;5352;Dortmund-Berghofen;NW;B;;;;
7974;2012;5310;Gleidorf (O);NW;B;3346;3350;182;176
7975;2012;5309;Plettenberg-Ohle;NW;B;3458;3492;355;343
7976;2012;5225;Ohl;NW;B;1996;2030;135;146
7977;2012;5315;Bad Salzuflen;NW;B;10041;9990;918;913
7978;2012;3388;Wagenfeld;NI;B;1788;1793;308;312
7979;2012;3337;Buntenbock;NI;B;2118;2194;68;73
7980;2012;3344;Northeim;NI;B;5583;5635;301;333
7981;2012;3920;Königerode/Windmühle;ST;B;1411;1388;108;105
7982;2012;3827;Saurasen (Harzgerode);ST;B;1711;1711;119;126
7983;2012;3345;Sonnenberg;NI;B;1298;1277;56;57
7984;2012;3378;Bockenem;NI;B;3364;3512;171;203
7985;2012;4441;Mackenrode;TH;B;2332;2252;469;457
7986;2012;3409;Seesen;NI;B;4920;5157;798;845
7987;2012;3407;Hoiersdorf;NI;B;1616;1635;46;72
7988;2012;3408;Jerxheim;NI;B;1411;1416;77;71
7989;2012;3850;Schmatzfeld;ST;B;2657;2702;108;123
7990;2012;3895;Ovelgünne;ST;B;1139;1148;229;239
7991;2012;3892;Stemmern;ST;B;998;1007;101;99
7992;2012;3876;Oschersleben;ST;B;3529;3486;267;264
7993;2012;4402;Dingelstädt;TH;B;4443;4619;506;515
7994;2012;4442;Ferna;TH;B;2939;2970;229;232
7995;2012;4416;Warza;TH;B;3158;3116;357;338
7996;2012;3887;Ahlum;ST;B;1552;1573;147;161
7997;2012;3367;Lüchow;NI;B;3354;3368;384;396
7998;2012;3342;Weyhausen (N);NI;B;6391;6147;297;296
7999;2012;4432;Katharinenberg;TH;B;1336;1337;161;168
8000;2012;5340;Brakel;NW;B;3589;3621;473;484
8001;2012;6202;Herzhausen;HE;B;3574;3621;486;466
8002;2012;6390;Melsungen;HE;B;5307;5248;295;313
8003;2012;6107;Wallau 2;HE;B;6163;6152;521;488
8004;2012;6408;Wega;HE;B;5840;5917;378;372
8005;2012;6507;Lauterbach;HE;B;5162;5195;497;492
8006;2012;6598;Ziegenhain;HE;B;4337;4402;492;485
8007;2012;7419;Boden;RP;B;7990;8196;808;789
8008;2012;6604;Gisselberg;HE;B;3386;3264;117;108
8009;2012;6302;Roth;HE;B;4749;4741;411;401
8010;2012;5223;Derschlag;NW;B;7176;7294;416;426
8011;2012;7033;Kottenheim;RP;B;4517;4555;402;378
8012;2012;5224;Marienheide;NW;B;2995;2931;188;189
8013;2012;7139;Alsdorf;RP;B;4272;4279;270;269
8014;2012;7257;Echternacherbrück;RP;B;4277;4121;290;293
8015;2012;7050;Hönningen;RP;B;3363;3405;161;169
8016;2012;7044;Zermüllen;RP;B;2489;2425;165;152
8017;2012;5243;Ahrhütte (O);NW;B;2107;2245;253;301
8018;2012;5239;Blankenheimer Wald;NW;B;1392;1357;82;89
8019;2012;5250;Friesenrath (S);NW;B;8751;8812;415;403
8020;2012;5208;Friesenrath (W);NW;B;6718;6788;356;349
8021;2012;7067;Oberbaar;RP;B;1011;1011;39;44
8022;2012;7088;Büchel;RP;B;2748;2707;216;212
8023;2012;7520;Thür;RP;B;9384;9728;1086;1049
8024;2012;5261;Aachen-Bildchen;NW;B;4917;4897;80;76
8025;2012;5265;Düren/Kerpen;NW;B;3696;3669;320;302
8026;2012;5246;Langerwehe;NW;B;5691;5706;248;262
8027;2012;5269;Lechenich 2;NW;B;6903;6485;375;352
8028;2012;5232;Wollersheim (O);NW;B;1981;2031;87;89
8029;2012;7098;Bodendorf;RP;B;7739;7442;423;425
8030;2012;5211;Kesternich (S);NW;B;1983;2004;131;128
8031;2012;7147;Mayschoß;RP;B;2003;2000;62;71
8032;2012;7982;Waldfischbach-Burgalben;RP;B;3504;3557;261;279
8033;2012;7116;Kirchheim;RP;B;6708;6820;234;240
8034;2012;6452;Flörsbach;HE;B;1122;1114;75;72
8035;2012;6910;Gedern;HE;B;1001;1030;66;76
8036;2012;6102;Wächtersbach;HE;B;5314;5197;177;171
8037;2012;6911;Gersfeld;HE;B;2674;2521;442;430
8038;2012;4475;Neue Schänke;TH;B;4983;4971;604;586
8039;2012;4455;Steinheid;TH;B;1754;1757;134;136
8040;2012;9108;Fladungen;BY;B;494;517;34;30
8041;2012;4464;Neidhartshausen;TH;B;2635;2627;241;250
8042;2012;9291;Kolitzheim-Oberspiesheim;BY;B;4346;4118;423;401
8043;2012;5231;Uerdingen;NW;B;10303;10224;1069;1049
8044;2012;9237;Untersiemau (W);BY;B;4047;3851;281;262
8045;2012;9573;Zettlitz Süd;BY;B;4986;4915;577;660
8046;2012;8375;Bad Mergentheim 2;BW;B;6842;6823;329;335
8047;2012;8827;Crailsheim-Süd;BW;B;3237;3253;165;161
8048;2012;8623;Auerbach;BW;B;2377;2313;104;102
8049;2012;8644;Schwaigern;BW;B;5342;5396;371;363
8050;2012;8690;Alpirsbach;BW;B;2289;2251;211;200
8051;2012;8724;Waldkirch 2;BW;B;10159;9666;482;421
8052;2012;9292;Amberg (s);BY;B;5033;4714;564;567
8053;2012;9311;Oberzell;BY;B;;;;
8054;2012;9293;Schrobenhausen;BY;B;6224;6266;823;800
8055;2012;9294;Bischofsgrün;BY;B;2644;2720;505;530
8056;2012;9153;Schirnding;BY;B;2441;2459;450;485
8057;2012;9135;Altenmarkt;BY;B;7687;7531;805;766
8058;2012;9144;Freilassing;BY;B;14151;14391;735;712
8059;2012;9810;Karlsfeld-Rothschwaige;BY;B;13893;13874;911;999
8060;2012;9937;Nußdorf-Aiging;BY;B;5351;5242;472;456
8061;2012;9321;Steinhöring;BY;B;6489;6875;448;519
8062;2012;9142;Traunstein;BY;B;4071;3943;283;305
8063;2012;9320;Zorneding;BY;B;7351;7449;481;491
8064;2012;9147;Unterwössen-Oberwössen;BY;B;1753;1792;77;77
8065;2012;8321;Ertingen 2;BW;B;4418;4491;764;736
8066;2012;8924;Lörrach-Stetten;BW;B;8494;9307;64;91
8067;2012;8570;Schönau;BW;B;4294;4300;273;267
8068;2012;8921;Weil-Friedlingen;BW;B;5739;6235;76;204
8069;2012;1706;Pampow;MV;B;4953;4980;383;407
8070;2012;7570;AS Waldesch VQ Ost;RP;B;5865;5664;376;299
8071;2012;7571;AS Waldesch VQ West;RP;B;3211;3195;225;185
8072;2012;7704;Völkenroth;RP;B;2916;2904;270;269
8073;2012;8051;Neuenburg-Rheinbrücke;BW;B;4956;5162;178;182
8074;2012;9462;Eggenfelden (o);BY;B;7171;7377;545;614
8075;2012;9102;Ismaning-Fischerhäuser;BY;B;3068;3163;319;317
8076;2012;3316;Edewechterdamm;NI;B;3840;3782;494;491
8077;2012;3404;Heede;NI;B;2057;1814;388;315
8078;2012;3359;Hebelermeer;NI;B;4999;4881;1614;1571
8079;2012;3403;Emlichheim;NI;B;2252;2276;161;155
8080;2012;4701;Bargteheide / Mollhagen;SH;B;7083;6800;814;741
8081;2012;1185;Grande;SH;B;6774;6769;849;794
8082;2012;393;Nennig-Ost;SL;B;3251;3238;85;86
8083;2012;394;Nennig-Zoll;SL;B;5691;5654;194;194
8084;2012;370;Unner;SL;B;3484;3424;28;24
8085;2012;429;Perl-Zoll 1;SL;B;5286;4842;100;110
8086;2012;3402;Rütenbrock;NI;B;2240;2197;218;208
8087;2012;7081;Dockweiler;RP;B;580;613;49;54
8088;2012;7099;Güls;RP;B;4111;3633;101;95
8089;2012;6664;Kirberg;HE;B;3208;3222;163;139
8090;2012;406;Nennig-Nord;SL;B;2393;2398;153;142
8091;2012;404;Perl-Zoll 2;SL;B;3897;3722;108;92
8092;2012;7242;Barbelroth;RP;B;2530;2543;120;111
8093;2012;7111;Dahn;RP;B;4451;4462;215;226
8094;2012;1187;Hohenwestedt II;SH;B;3102;3024;329;329
8095;2012;1186;Husberg;SH;B;3088;3185;149;164
8096;2012;1118;Norderstedt;SH;B;7246;7275;302;290
8097;2012;1151;Untersteenrade;SH;B;3149;3078;281;289
8098;2012;2232;Krohnstieg;HH;B;;;;
8099;2012;2234;Swebenweg;HH;B;;;;
8100;2012;2231;Umgehung Fuhlsbüttel;HH;B;;;;
8101;2012;3312;Friedeburg (W);NI;B;5173;4818;384;473
8102;2012;3313;Friedeburg (S);NI;B;2886;2940;216;238
8103;2012;3381;Wesertunnel;NI;B;7651;7722;1175;1195
8104;2012;3332;Seelze;NI;B;2026;1810;109;97
8105;2012;3413;Bad Münder;NI;B;4946;4806;288;269
8106;2012;3383;Sehnde;NI;B;2831;2657;116;103
8107;2012;3399;Stederdorf;NI;B;4535;4478;209;203
8108;2012;3365;Nörten-Hardenberg;NI;B;3724;3744;201;221
8109;2012;2201;Kollaustraße;HH;B;;;;
8110;2012;6588;Wolfhagen Istha;HE;B;4398;4369;243;245
8111;2012;6505;Kirchhain;HE;B;7255;7277;430;437
8112;2012;6301;Wehrheim;HE;B;9501;9174;301;304
8113;2012;6403;Weilburg;HE;B;4340;4351;152;171
8114;2012;6173;Büdingen;HE;B;4621;4545;163;163
8115;2012;6703;Lich;HE;B;4714;4626;338;327
8116;2012;6205;Hüttenthal;HE;B;1727;1747;123;127
8117;2012;8526;Schramberg;BW;B;7142;5982;508;486
8118;2012;8490;Weisenbach;BW;B;5177;5031;325;294
8119;2012;9307;Kleinheubach;BY;B;8320;8075;857;858
8120;2012;9296;Miltenberg;BY;B;6532;6788;484;474
8121;2012;9324;Dietersheim;BY;B;4122;4091;306;313
8122;2012;9297;Gößweinstein-Sachsenmühle;BY;B;1182;1132;107;96
8123;2012;9988;Bergkirchen-Geiselbullach;BY;B;11487;11563;1210;1257
8124;2012;9188;Peiting-Hohenbrand;BY;B;5088;5072;325;310
8125;2012;9199;Polling (o);BY;B;4638;3114;270;177
8126;2012;9204;Polling (w);BY;B;1698;2904;151;251
8127;2012;5262;Gohr;NW;B;3221;3085;183;175
8128;2012;5268;Rommerskirchen;NW;B;2798;2681;221;185
8129;2012;5222;Waldbröl;NW;B;3653;3709;141;145
8130;2012;5301;Bad Berleburg;NW;B;2747;2759;156;155
8131;2012;5322;Brilon (N);NW;B;1652;1658;228;227
8132;2012;5325;Winterberg;NW;B;4963;4824;384;368
8133;2012;6221;Langen;HE;B;10734;10889;697;729
8134;2012;3385;Küsten;NI;B;2299;2295;172;167
8135;2012;3391;Hannoversch Münden;NI;B;2836;2679;275;237
8136;2012;3394;Riefensbeek;NI;B;383;359;16;15
8137;2012;8686;Rheinbrücke Iffezheim;BW;B;6427;6013;989;1156
8138;2012;1192;Neustadt i.H.-Ost;SH;B;4440;4414;189;181
8139;2012;1158;Kiel/Schönkirchen;SH;B;9855;9713;214;232
8140;2012;1112;Kiel-Holtenau 2;SH;B;20594;21474;516;547
8141;2012;1111;Kiel-Holtenau I;SH;B;17007;23215;352;587
8142;2012;5241;Goch (N);NW;B;4250;4110;197;182
8143;2012;9853;Höchstadt;BY;B;4299;4009;878;853
8144;2012;5311;Gleidorf (N);NW;B;4813;5141;238;289
8145;2012;9870;Neuhaus a. Inn (o);BY;B;3866;4014;363;463
8146;2012;9871;Neuhaus a. Inn (s);BY;B;3615;3267;419;477
8147;2012;5335;Babbenhausen;NW;B;4024;4116;209;203
8148;2012;5347;Kalletal;NW;B;920;925;85;76
8149;2012;5323;Brilon (W);NW;B;2449;2452;436;411
8150;2012;5346;Ense-Möhnesee;NW;B;2565;2512;146;148
8151;2012;8106;Bad Säckingen 3 Grenze;BW;B;6253;6404;125;194
8152;2012;6310;Bad Vilbel;HE;B;14556;12597;462;394
8153;2012;8910;Palmrainbrücke;BW;B;8751;8334;204;274
8154;2012;9420;Grafenau;BY;B;4103;4564;247;246
8155;2011;2218;AD HH-Südost (O);HH;A;;;;
8156;2011;2217;AD HH-Südost (W);HH;A;;;;
8157;2011;2223;AK HH-Süd Fbez. S<->O;HH;A;;;;
8158;2011;5675;AK Leverkusen (O);NW;A;43372;41599;5891;5473
8159;2011;5035;AK Leverkusen (W);NW;A;51809;52879;6856;6780
8160;2011;5121;Ascheberg;NW;A;28492;28126;4514;4809
8161;2011;1101;Bad Oldesloe;SH;A;36147;35132;4436;4471
8162;2011;1108;Bad Schwartau;SH;A;34426;34767;2909;2887
8163;2011;1102;Barsbüttel;SH;A;40663;40472;4827;4939
8164;2011;3302;Bockel;NI;A;26686;26678;5998;6004
8165;2011;3444;Dibbersen;NI;A;24355;24933;3933;4054
8166;2011;5060;Euskirchen/Bliesheim;NW;A;21046;20873;2657;2522
8167;2011;3351;Glüsingen;NI;A;48789;50647;6727;7019
8168;2011;3455;Groß Ippener;NI;A;23477;23321;5753;5714
8169;2011;2401;HB-Weserbrücke;HB;A;54615;54965;9136;9130
8170;2011;177;Hasborn;SL;A;9600;9724;1198;1178
8171;2011;5101;Hengsen;NW;A;53419;53886;9252;9210
8172;2011;7164;Hetzerath;RP;A;16853;16833;2214;2165
8173;2011;3309;Holdorf;NI;A;27012;26992;5579;5619
8174;2011;182;Holz;SL;A;7439;7588;322;378
8175;2011;5010;Hürth;NW;A;25205;24484;3709;3518
8176;2011;175;Kastel;SL;A;8260;8239;1174;1140
8177;2011;5032;Köln-Lövenich;NW;A;52201;58840;7734;7890
8178;2011;5048;Köln-Nord;NW;A;52262;49728;6954;6596
8179;2011;5118;Ladbergen;NW;A;28544;28496;5450;5503
8180;2011;7603;Laufeld;RP;A;10784;10672;1711;1636
8181;2011;5047;Nettersheim;NW;A;9600;9412;2004;1912
8182;2011;1105;Neustadt i. H.-Süd;SH;A;12543;12273;1063;1067
8183;2011;1124;Oldenburg (Holstein);SH;A;9422;9360;998;983
8184;2011;5011;Schloss Burg;NW;A;39189;39705;5945;6163
8185;2011;3456;Uphusen;NI;A;45452;46725;8353;8566
8186;2011;3837;Alleringersleben;ST;A;36584;35943;9694;9616
8187;2011;5123;Bad Oeynhausen;NW;A;45717;44984;10107;10001
8188;2011;3421;Beienrode;NI;A;38458;37991;9185;9148
8189;2011;5120;Bielefeld;NW;A;46696;45602;9153;8292
8190;2011;3836;Bornstedt/Irxleben;ST;A;36963;36626;9578;9482
8191;2011;3429;Braunschweig-Flughafen;NI;A;40100;39877;8741;8666
8192;2011;5122;Gelsenkirchen;NW;A;42190;42626;7373;7247
8193;2011;3439;Hannover-Bothfeld;NI;A;51680;50903;9442;9370
8194;2011;3433;Hannover-Ost;NI;A;48257;36707;10263;7259
8195;2011;3835;Hohenwarthe;ST;A;33664;32301;6988;6821
8196;2011;3305;Lauenau;NI;A;41899;41625;8722;8475
8197;2011;3601;Lehnin;BB;A;28198;27330;6839;6642
8198;2011;5026;Oberhausen-Sterkrade;NW;A;57315;55688;9353;9526
8199;2011;5102;Oelde;NW;A;33348;33180;6534;6374
8200;2011;3306;Peine;NI;A;41870;41812;9836;9964
8201;2011;3810;Theeßen;ST;A;24093;23391;6258;6064
