;year;nr;name;land;str_cl;cars_r1;cars_r2;trucks_r1;trucks_r2
4196;2014;9581;AK Kreuz Bamberg;BY;A;27150;27978;3419;3591
4197;2014;9588;AS Baiersdorf-Nord;BY;A;30412;30742;2841;3049
4198;2014;9587;AS Baiersdorf-Nord (N);BY;A;30026;29854;2786;2988
4199;2014;9582;AS Bamberg-Ost;BY;A;22749;23235;3281;3573
4200;2014;9583;AS Bamberg-Süd;BY;A;23649;24052;2589;2601
4201;2014;9585;AS Buttenheim;BY;A;22799;22960;2676;2748
4202;2014;9650;AS Erlangen-Eltersdorf;BY;A;30237;29737;2190;2167
4203;2014;9660;AS Erlangen-Nord;BY;A;37353;37829;3417;3538
4204;2014;9661;AS Erlangen-Zentrum;BY;A;39299;39082;3162;3388
4205;2014;9586;AS Forchheim-Nord;BY;A;23306;23472;3048;2778
4206;2014;9584;AS Hirschaid;BY;A;23989;24091;2641;2597
4207;2014;9589;AS Möhrendorf;BY;A;33579;35880;3008;3739
4208;2014;9662;AS Nürnberg-Königshof;BY;A;43930;44707;5376;5742
4209;2014;9593;AS Nürnberg-Zollhaus (S);BY;A;44809;44663;5438;5895
4210;2014;9594;AS Wendelstein-Nord;BY;A;21845;23401;2042;2348
4211;2014;9021;Bamberg-Ost (N);BY;A;27002;27091;3512;3641
4212;2014;9306;Ebensfeld;BY;A;14096;14182;1663;1606
4213;2014;9165;Eisfeld (S);BY;A;6889;6871;934;899
4214;2014;9004;Nürnberg-Hafen-Ost (S);BY;A;44788;44553;4070;4285
4215;2014;9111;Nürnberg/Fürth (N);BY;A;35725;33608;2342;2519
4216;2014;9333;Röthenbach b.St.W. (O);BY;A;20430;21845;1912;2172
4217;2014;9235;Untersiemau (N);BY;A;7932;7789;1018;963
4218;2014;9236;Untersiemau (S);BY;A;11551;11657;1261;1219
4219;2014;9035;AD Würzburg-West (S);BY;A;14388;15353;2421;2626
4220;2014;8101;Böblingen;BW;A;62975;63323;4598;4974
4221;2014;8746;Geisingen;BW;A;18929;18286;2212;2186
4222;2014;8028;Horb;BW;A;25850;27253;2803;3003
4223;2014;8088;Korntal;BW;A;56544;57794;6338;6545
4224;2014;8087;Ludwigsburg;BW;A;62859;64461;6188;6566
4225;2014;8084;Neuenstadt;BW;A;18412;18424;2611;2788
4226;2014;8086;Pleidelsheim;BW;A;53020;52119;5601;5859
4227;2014;8038;T+R Hegau;BW;A;18556;18130;2175;2118
4228;2014;9217;AD M.-Feldmoching (N);BY;A;28653;29296;2608;2583
4229;2014;9007;AK Neufahrn (O);BY;A;49124;47132;3756;4044
4230;2014;9015;AK Neufahrn (W);BY;A;33814;32167;3667;3668
4231;2014;9184;AS Erding;BY;A;19500;18830;2241;1984
4232;2014;9185;AS Flughafen München;BY;A;50315;47942;4661;3932
4233;2014;9182;AS Freising Mitte;BY;A;25409;25606;2517;2675
4234;2014;9183;AS Freising Ost;BY;A;24800;24149;3461;2953
4235;2014;9017;Altdorf (O);BY;A;20547;20725;2560;2646
4236;2014;9019;Landau a.d. Isar (W);BY;A;15329;15720;2136;2200
4237;2014;9006;Oberschleißheim (O);BY;A;30230;30851;3010;3196
4238;2014;9096;AD Hochfranken (S);BY;A;9953;9575;1933;1884
4239;2014;9190;AD Inntal (S);BY;A;26193;24967;3846;3819
4240;2014;9087;AK Oberpfälzer Wald (S);BY;A;16769;16467;2505;2484
4241;2014;9045;AK Regensburg (N);BY;A;37371;30934;3208;3254
4242;2014;9629;Fischbach am Inn;BY;A;23816;23471;3755;3752
4243;2014;9191;Kiefersfelden (S);BY;A;20946;21017;3696;3672
4244;2014;9044;Rgb.-Königswiesen (S);BY;A;31504;31498;3234;3348
4245;2014;9049;Rgb.-Pfaffenstein (N);BY;A;32944;34034;2897;3362
4246;2014;9902;Schwandorf-Mitte (N);BY;A;21175;21183;3124;3073
4247;2014;9099;Selb-West (S);BY;A;11304;11086;2055;1986
4248;2014;9030;Siegenburg (S);BY;A;12168;12568;1234;1286
4249;2014;9901;Wernberg-Köblitz (S);BY;A;16830;16670;2512;2533
4250;2014;9840;AK München-Ost (O);BY;A;31461;31343;2925;3124
4251;2014;9987;Feldkirchen-Ost (W);BY;A;27645;29456;1381;1566
4252;2014;9986;München-Riem (O);BY;A;31860;31986;1597;1609
4253;2014;9985;München-Riem (W);BY;A;33097;32374;1482;1613
4254;2014;9984;Wimpasing;BY;A;9608;9628;1769;1857
4255;2014;9151;AD Starnberg (N);BY;A;28315;28017;1007;1021
4256;2014;9164;Murnau/Kochel (S);BY;A;6635;6550;296;333
4257;2014;9043;München-Kreuzhof (W);BY;A;32261;29882;1087;1024
4258;2014;9161;Seeshaupt (N);BY;A;14563;13769;557;494
4259;2014;9222;Gräfelfing (W);BY;A;48928;48132;2118;1956
4260;2014;9136;Landsberg a. L.-Nord (O);BY;A;31176;29362;2744;2922
4261;2014;8041;Leutkirch-West;BW;A;18971;18996;2352;2417
4262;2014;9250;Lindau (S);BY;A;15098;14538;1945;1821
4263;2014;9106;München-Laim (W);BY;A;46411;49255;1894;1922
4264;2014;9550;Stetten (W);BY;A;18337;18671;2272;2533
4265;2014;8120;Wangen;BW;A;16196;16055;1822;1896
4266;2014;8998;Lauchringen;BW;A;5010;5149;585;649
4267;2014;8003;Lörrach;BW;A;11525;12864;958;1266
4268;2014;8116;Murg;BW;A;3397;3219;403;421
4269;2014;8040;Stockach;BW;A;11880;12213;1368;1479
4270;2014;9207;AD M.-Feldmoching (O);BY;A;43096;35944;6723;4493
4271;2014;9216;AD M.-Feldmoching (W);BY;A;62644;62182;10204;8340
4272;2014;9775;AD München-Allach (O);BY;A;59188;58782;7969;9385
4273;2014;9774;AD München-Eschenried (O);BY;A;29702;27870;4083;4323
4274;2014;9215;AK München-Nord (W);BY;A;40160;39303;4588;4426
4275;2014;9212;AK München-Ost (N);BY;A;58778;58171;8172;8413
4276;2014;9213;AK München-Ost (S);BY;A;55167;54686;6091;6474
4277;2014;9220;AK München-West (N);BY;A;30366;29729;2712;2563
4278;2014;9219;AS Germering-Nord (N);BY;A;37184;38829;2944;3342
4279;2014;9218;Aschheim-West;BY;A;61140;59779;8683;8964
4280;2014;9211;Aschheim/Ismaning (S);BY;A;61998;61602;8703;8961
4281;2014;9155;Feldmoching;BY;A;58216;56904;6744;6730
4282;2014;9228;Hohenbrunn;BY;A;47805;46976;5756;7530
4283;2014;9244;Neu-Keferloh;BY;A;47044;46057;6080;5746
4284;2014;9229;Ottobrunn;BY;A;41738;44128;5816;7068
4285;2014;2006;Friedenau (N);BE;A;73431;70897;4084;3970
4286;2014;2003;Halensee;BE;A;78281;82011;4159;4220
4287;2014;2009;Tempelhof;BE;A;59004;61274;3109;3354
4288;2014;2005;Westend (O);BE;A;72756;72565;4279;4336
4289;2014;2004;Friedenau (O);BE;A;26649;25907;699;665
4290;2014;2010;Heiligensee 2;BE;A;24107;23504;2107;2096
4291;2014;2008;Reinickendorf (S);BE;A;52927;56301;3379;3458
4292;2014;3614;Stolpe;BB;A;23622;22531;2461;2369
4293;2014;3631;Kiekebusch;BB;A;;;;
4294;2014;2012;Neukölln;BE;A;48182;49353;2795;2814
4295;2014;2013;Schönefeld;BE;A;29596;29317;2437;2435
4296;2014;2011;Buchholz;BE;A;15762;15775;775;757
4297;2014;3615;Drewitz;BB;A;32853;32168;2529;2342
4298;2014;2002;Eichkamp;BE;A;40480;39497;2385;2330
4299;2014;3840;Halle-Pappelgrund;ST;A;3290;3349;469;416
4300;2014;1162;Melsdorf;SH;A;14179;13912;732;707
4301;2014;1194;Kiel-West;SH;A;33921;33853;1599;1550
4302;2014;1104;Rumohr;SH;A;18584;18002;954;1032
4303;2014;2227;AK HH-Süd Fbez. W<->N;HH;A;;;;
4304;2014;2226;AK HH-Süd Fbez. W<->S/O;HH;A;;;;
4305;2014;2216;Harburger Umgehung;HH;A;;;;
4306;2014;2224;AK HH-Süd Fbez. N/W<->O;HH;A;;;;
4307;2014;2225;AK HH-Süd Fbez. N/W<->S;HH;A;;;;
4308;2014;3443;Tötensen;NI;A;19982;20221;3307;3326
4309;2014;3358;Bunderneuland;NI;A;5155;5025;707;695
4310;2014;3453;Oldenburg-Etzhorn;NI;A;17572;16895;719;674
4311;2014;3434;Kaltenweide;NI;A;21623;21931;2266;2330
4312;2014;3424;Braunschweig-Hansestraße;NI;A;29940;29472;2000;1994
4313;2014;3425;Braunschweig-Weststadt;NI;A;31743;31895;2132;2186
4314;2014;3426;Braunschweig-Ölper;NI;A;10970;10525;270;236
4315;2014;3427;Flöthe;NI;A;12800;12370;1085;1012
4316;2014;5137;Werl-West;NW;A;;;;
4317;2014;6980;Lollar (Reiskirchen);HE;A;9621;10006;1812;1741
4318;2014;5039;Ratingen;NW;A;12006;12871;943;942
4319;2014;5249;Velbert Nord;NW;A;14893;15423;660;648
4320;2014;5248;W-Saurenhaus;NW;A;18373;18396;1213;1282
4321;2014;5653;AK Aachen (SW);NW;A;21649;23592;1353;1417
4322;2014;5029;Bliesheim;NW;A;14147;14243;1231;1218
4323;2014;5036;Godorf;NW;A;36323;36055;1992;2015
4324;2014;5629;AD St.Augustin (O);NW;A;41377;41123;2246;2302
4325;2014;5630;AK BN-Siegburg (O);NW;A;26490;26796;1319;1410
4326;2014;5632;AK BN-Siegburg (W);NW;A;29015;29342;1676;1764
4327;2014;5051;Hennef;NW;A;21098;22027;974;1025
4328;2014;5055;AK Bonn Ost (W);NW;A;31560;29766;731;738
4329;2014;5626;AK Bonn-Ost (O);NW;A;5312;3999;99;62
4330;2014;5634;AD Bonn-Beuel (W);NW;A;46024;45227;2992;2996
4331;2014;5013;Meckenheim-Merl;NW;A;18174;18537;1636;1641
4332;2014;7650;AD Sinzig VQ Ost;RP;A;3147;3319;214;207
4333;2014;7949;AD Bad Neuenahr VQ Süd;RP;A;;;;
4334;2014;7323;Ruwer;RP;A;20510;21430;1061;1202
4335;2014;121;Fenne;SL;A;25888;25847;1474;1499
4336;2014;246;Camphausen;SL;A;18382;17438;717;688
4337;2014;7424;AS MZ-Gonsenheim VQ Süd;RP;A;29705;30402;2281;2184
4338;2014;7422;AS Mainz-Mombach VQ Süd;RP;A;30008;30121;2240;2155
4339;2014;7112;Rheinbrücke Schierstein;RP;A;38439;38248;2520;2388
4340;2014;6890;AD Eschborn (S);HE;A;29556;33475;827;942
4341;2014;7809;AK Ludwigshafen VQ West;RP;A;16378;16715;667;594
4342;2014;7431;AS Oggersheim-Süd VQ Ost;RP;A;33306;33481;1177;1208
4343;2014;7439;AS Ruchheim VQ Ost;RP;A;20981;22874;960;963
4344;2014;7438;AS Ruchheim VQ West;RP;A;19747;21381;1039;1026
4345;2014;7104;Oggersheim;RP;A;36634;36109;1458;1442
4346;2014;8009;Mannheim-Seckenheim;BW;A;26908;27783;1307;1364
4347;2014;6996;Viernheim-Ost;HE;A;29492;30555;1554;1571
4348;2014;6952;AK Offenbach (N);HE;A;47260;49056;3376;3339
4349;2014;6954;AK Offenbach (S);HE;A;34045;34202;1887;1924
4350;2014;8961;Rheinfelden;BW;A;14921;10121;728;674
4351;2014;8034;Bad Dürrheim;BW;A;7586;7875;834;968
4352;2014;9150;AD Starnberg (W);BY;A;13841;13278;433;426
4353;2014;9221;München-Giesing (S);BY;A;27327;25008;1198;1133
4354;2014;5253;AC-Vaalserquartier;NW;B;6654;6673;87;85
4355;2014;3825;Eimersleben;ST;B;1251;1316;124;151
4356;2014;3893;Genthin;ST;B;2642;2702;311;352
4357;2014;3819;Gerwisch;ST;B;4478;4367;262;257
4358;2014;3701;Glindow;BB;B;3592;3697;192;185
4359;2014;3396;Groß Lafferde;NI;B;2502;2482;201;199
4360;2014;3364;Hameln;NI;B;3736;3685;235;256
4361;2014;5339;Horn 2;NW;B;5411;5400;569;595
4362;2014;3650;Jeserig;BB;B;3963;3911;173;194
4363;2014;2064;Mahlsdorf;BE;B;17766;18195;986;973
4364;2014;3723;Manschnow 2;BB;B;2198;2184;66;63
4365;2014;2061;Nikolassee;BE;B;11545;11756;413;468
4366;2014;3632;Vogelsdorf;BB;B;11097;11567;1192;1174
4367;2014;5324;Werl-Westönnen;NW;B;5148;5192;222;214
4368;2014;3616;Angermünde;BB;B;4280;4328;560;555
4369;2014;9270;Donauwörth;BY;B;10435;10032;2235;2111
4370;2014;3897;Droßdorf;ST;B;4172;4118;785;783
4371;2014;9360;Eschenlohe (n);BY;B;3547;3612;117;110
4372;2014;9361;Eschenlohe (s);BY;B;9275;11229;406;435
4373;2014;3617;Friedrichsthal;BB;B;1508;1511;112;124
4374;2014;9107;GAP - Partenkirchen;BY;B;11617;11779;551;505
4375;2014;9800;Germering;BY;B;10653;11044;447;455
4376;2014;4473;Großebersdorf;TH;B;4440;4385;407;409
4377;2014;3898;Kropstädt;ST;B;2048;2064;200;214
4378;2014;9129;Langweid;BY;B;21334;20898;2289;2116
4379;2014;2065;Malchow;BE;B;8189;8529;520;532
4380;2014;4235;Markkleeberg Süd;SN;B;23064;22867;1893;1879
4381;2014;9274;Mittenwald;BY;B;4042;4085;114;113
4382;2014;3668;Neurochlitz;BB;B;1774;1792;101;88
4383;2014;9353;Oberau (Mitte);BY;B;9087;9525;364;346
4384;2014;9350;Oberau (n);BY;B;10014;10403;426;390
4385;2014;9351;Oberau (s);BY;B;12883;13267;510;508
4386;2014;3814;Pratau;ST;B;8045;8277;551;574
4387;2014;3851;Profen;ST;B;2703;2747;316;332
4388;2014;9945;Schwabach;BY;B;12239;11686;1564;1472
4389;2014;3712;Seddin;BB;B;4982;5101;307;357
4390;2014;9271;Weißenburg i.Bay.;BY;B;7340;7496;1280;1245
4391;2014;3713;Wilhelmshorst;BB;B;5586;5251;196;178
4392;2014;8525;Achern-Önsbach;BW;B;6644;6861;275;291
4393;2014;3333;Banteln;NI;B;3977;3967;421;428
4394;2014;6660;Butzbach;HE;B;8022;7710;399;404
4395;2014;6641;Cölbe 1;HE;B;12079;12361;1073;1139
4396;2014;8527;Emmendingen;BW;B;8295;7988;231;213
4397;2014;6393;Karben-Kloppenheim;HE;B;11295;11813;483;452
4398;2014;8520;Karlsruhe 2;BW;B;6592;6757;190;200
4399;2014;6612;Nieder Weimar;HE;B;17178;16999;1459;1466
4400;2014;8531;Scherzingen;BW;B;4142;4234;175;170
4401;2014;6669;Seeheim-Jugenheim;HE;B;6094;5752;198;199
4402;2014;3320;Trelder Berg (S);NI;B;3795;3710;360;359
4403;2014;6513;Wahnhausen;HE;B;2105;2022;121;127
4404;2014;3324;Westercelle;NI;B;10718;11035;507;442
4405;2014;3411;Wintermoor (Heber);NI;B;1296;1452;199;232
4406;2014;1144;Elsensee;SH;B;5238;5827;197;215
4407;2014;4414;Gebesee;TH;B;6456;6447;719;695
4408;2014;3322;Grünhagen;NI;B;8229;8043;1008;1001
4409;2014;2204;HH-Messberg;HH;B;;;;
4410;2014;2205;HH-Neue Elbbrücke;HH;B;;;;
4411;2014;3338;Königskrug;NI;B;3015;2969;185;190
4412;2014;4421;Neuheide;TH;B;4360;4516;651;694
4413;2014;4400;Sonneberg-Unterlind;TH;B;4205;4528;389;402
4414;2014;4702;Sprakensehl;NI;B;3220;3173;546;560
4415;2014;3415;Wagenhoff;NI;B;4517;4580;562;570
4416;2014;1152;Bredstedt;SH;B;5449;5601;286;294
4417;2014;1120;Brunsbüttel Hochbr.;SH;B;4637;4555;384;366
4418;2014;1133;Böglum;SH;B;2921;3007;115;131
4419;2014;3669;Dallgow;BB;B;12891;12927;910;900
4420;2014;3677;Frankfurt (Oder);BB;B;8188;8668;;
4421;2014;1708;Grabow;MV;B;4589;4602;606;588
4422;2014;2210;HH-Fruchtallee;HH;B;;;;
4423;2014;1178;Hemmingstedt;SH;B;6011;5796;264;265
4424;2014;1132;Husum-Süd;SH;B;6800;6737;508;540
4425;2014;1195;Itzehoe-West 3;SH;B;;;;
4426;2014;1196;Itzehoe-West 4;SH;B;10391;11157;530;893
4427;2014;1161;Lauenburg;SH;B;4267;4304;411;418
4428;2014;3618;Lietzow;BB;B;5379;5545;413;408
4429;2014;2062;Staaken;BE;B;15179;15912;931;909
4430;2014;1188;Tönning / Klappbrücke;SH;B;5301;5285;437;475
4431;2014;3860;Aschersleben;ST;B;6558;6267;978;936
4432;2014;3859;Benzingerode;ST;B;11177;11224;1237;1295
4433;2014;4229;Gerichshain;SN;B;5845;6368;345;430
4434;2014;3355;Goslar;NI;B;8540;8891;849;848
4435;2014;2406;HB-Neuenlander Str.;HB;B;25027;25863;2403;2734
4436;2014;3828;Halle;ST;B;5163;5481;385;407
4437;2014;4213;Kubschütz;SN;B;4334;4226;524;517
4438;2014;3325;Langendamm;NI;B;8527;8193;1185;1149
4439;2014;3401;Lemke;NI;B;3537;3770;384;426
4440;2014;4207;Meissen;SN;B;4036;4047;281;268
4441;2014;3340;Posthof;NI;B;5516;5874;575;586
4442;2014;3377;Sarstedt;NI;B;6620;6804;393;411
4443;2014;5031;Düsseldorf-Heerdt;NW;B;40976;39671;1631;1443
4444;2014;4412;Gamstädt;TH;B;4430;4380;267;247
4445;2014;6651;Helsa;HE;B;7666;7558;853;853
4446;2014;4408;OU Erfurt;TH;B;10080;10133;1092;1075
4447;2014;4415;Ulla;TH;B;8526;8398;482;467
4448;2014;6549;Vellmar;HE;B;9289;11438;343;393
4449;2014;5331;Warburg West;NW;B;7054;6914;464;504
4450;2014;9276;Barbing;BY;B;3554;3722;431;435
4451;2014;9273;Burgthann-Oberferrieden;BY;B;5092;4727;420;390
4452;2014;5254;Elten (B);NW;B;1103;1010;36;31
4453;2014;9275;Kitzingen;BY;B;8793;9254;582;644
4454;2014;6601;Königstein;HE;B;6734;6438;186;170
4455;2014;9272;Markt Bibart;BY;B;3393;3367;421;408
4456;2014;9295;Rain;BY;B;3803;4024;807;838
4457;2014;7002;Wahlrod;RP;B;2569;2578;164;216
4458;2014;5240;Goch (S);NW;B;5893;5932;557;520
4459;2014;7433;AD Ludwigshafen VQ Süd;RP;B;17072;17946;1460;1464
4460;2014;7824;AS Koblenz-Nord VQ Nord;RP;B;26194;20247;1779;1043
4461;2014;7823;AS Koblenz-Nord VQ Süd;RP;B;42301;35263;2543;1542
4462;2014;7567;AS Kreuz Speyer VQ Süd;RP;B;23169;22296;2375;2034
4463;2014;7562;AS L'hafen-Nord VQ Nord;RP;B;12565;11635;1666;1561
4464;2014;7563;AS L'hafen-Nord VQ Süd;RP;B;23402;19622;2436;2379
4465;2014;7825;AS MZ-Laubenheim VQ Nord;RP;B;8499;6843;370;261
4466;2014;7826;AS MZ-Laubenheim VQ Süd;RP;B;11630;10364;693;506
4467;2014;7564;AS Oggersh. Kreuz VQ Nord;RP;B;23493;24574;1893;1599
4468;2014;7007;Bad Breisig;RP;B;10234;9870;577;525
4469;2014;5267;Dormagen;NW;B;5635;5755;514;540
4470;2014;5251;Geldern (O);NW;B;3644;3585;430;419
4471;2014;5255;Kranenburg;NW;B;4818;4766;145;147
4472;2014;5275;Krefeld-Hüls;NW;B;;;;
4473;2014;7026;Maudach;RP;B;26687;25285;2008;1847
4474;2014;7014;Mittelweiden;RP;B;40539;37684;1575;1115
4475;2014;7006;Neulauterburg;RP;B;4532;4233;1281;1318
4476;2014;7219;Nierstein;RP;B;9977;9665;524;493
4477;2014;7001;Oberwesel;RP;B;1830;1752;107;108
4478;2014;7009;Remagen;RP;B;8927;8660;437;382
4479;2014;7016;Rhens;RP;B;5808;5718;214;204
4480;2014;7010;Rinkenberger Hof;RP;B;19668;18815;1388;1292
4481;2014;7801;Rülzheim;RP;B;11322;11131;1574;1458
4482;2014;7025;Schwegenheim;RP;B;18823;18190;2536;2259
4483;2014;7029;Worms;RP;B;10569;10106;1369;1252
4484;2014;223;Eppelborn;SL;B;4316;4340;133;133
4485;2014;7005;Fehrbach;RP;B;11677;11731;1538;1665
4486;2014;7038;Godramstein;RP;B;16029;15759;1795;2130
4487;2014;8100;Göppingen;BW;B;21010;20614;1376;1366
4488;2014;8360;Plochingen;BW;B;34554;34171;2240;2152
4489;2014;7748;Rheinbrücke Wörth;RP;B;33939;34438;3744;3957
4490;2014;8441;Stuttgart-Hedelfingen;BW;B;38318;32432;2454;1954
4491;2014;8440;Stuttgart-Zuffenhausen;BW;B;38260;39134;2710;2714
4492;2014;8810;Ulm-Nord;BW;B;27717;27535;2004;1974
4493;2014;8678;Vaihingen (Enz);BW;B;6623;6523;1105;1120
4494;2014;7030;Wilgartswiesen;RP;B;8198;8415;1571;1712
4495;2014;9277;Bayerisch Eisenstein;BY;B;2020;2325;67;86
4496;2014;9401;Deggendorf;BY;B;5905;5891;334;362
4497;2014;9310;Eching-Viecht;BY;B;7366;7088;229;219
4498;2014;9850;Garching-Dirnismaning;BY;B;4559;4122;231;243
4499;2014;9830;Pullach;BY;B;8462;7882;408;328
4500;2014;9380;Buchloe;BY;B;8450;8400;757;714
4501;2014;9175;Kempten;BY;B;7835;7705;704;702
4502;2014;9125;Philippsreut;BY;B;2592;2367;366;295
4503;2014;9862;Simbach a. Inn (n);BY;B;4861;4816;916;754
4504;2014;9861;Simbach a. Inn (s);BY;B;4625;4476;944;950
4505;2014;9863;Simbach a. Inn (w);BY;B;5288;5140;1360;1355
4506;2014;9299;Eibelstadt;BY;B;6454;6218;517;466
4507;2014;9124;Eichstätt;BY;B;6736;6846;436;440
4508;2014;9278;Oberdachstetten;BY;B;3077;3027;255;242
4509;2014;9820;Oberschleißheim-Neuh.;BY;B;16728;15855;1190;1093
4510;2014;9280;Hersbruck;BY;B;6354;6398;271;251
4511;2014;8828;Horb-Nord;BW;B;6028;6033;403;389
4512;2014;8826;Korb;BW;B;26716;26935;1210;1140
4513;2014;9279;Schnaittenbach;BY;B;3210;3174;245;249
4514;2014;8390;Strümpfelbach;BW;B;9028;9647;623;632
4515;2014;8714;Tuttlingen;BW;B;5838;6469;703;669
4516;2014;9254;AS Schierling;BY;B;4842;5030;732;777
4517;2014;9300;Ergoldsbach;BY;B;7004;7053;965;1037
4518;2014;9113;Hof;BY;B;10645;11428;832;854
4519;2014;9281;Maxhütte-Haidhof;BY;B;4577;4639;255;249
4520;2014;9301;Soyen;BY;B;4699;4720;685;694
4521;2014;9282;Neustadt a.d. Donau;BY;B;5123;4916;1058;1066
4522;2014;9283;Halblech;BY;B;3821;3783;192;195
4523;2014;9138;Untermeitingen-Lagerle.;BY;B;16021;16190;1395;1378
4524;2014;9114;Fischen;BY;B;7403;7297;261;267
4525;2014;4434;Hohe Sonne;TH;B;2946;2947;220;211
4526;2014;8634;Künzelsau;BW;B;9161;9197;473;426
4527;2014;4463;Walldorf;TH;B;5346;5187;440;440
4528;2014;9137;Waltenhofen-Herzmanns;BY;B;13134;13048;660;646
4529;2014;9201;Werneck-Eßleben;BY;B;3770;3372;273;217
4530;2014;9302;Würzburg/Estenfeld;BY;B;25834;25046;1697;1608
4531;2014;9148;Eggenfelden (n);BY;B;4858;4488;984;953
4532;2014;9149;Eggenfelden (s);BY;B;9134;7846;1389;1305
4533;2014;9284;Furth i. Wald;BY;B;5532;5382;658;635
4534;2014;9109;Laufen;BY;B;5593;5546;386;427
4535;2014;9262;Weiding;BY;B;7275;7434;1073;1059
4536;2014;9121;Schneizlreuth-Baumgarten;BY;B;3434;3776;472;495
4537;2014;9285;Schneizlreuth-Melleck;BY;B;5439;5387;514;503
4538;2014;9287;Altenstadt a.d. Waldnaab;BY;B;8936;8621;309;288
4539;2014;9303;Burgwindheim;BY;B;1547;1532;148;137
4540;2014;9104;Weiden i.d. Opf.;BY;B;5679;4742;371;289
4541;2014;9286;Weidenberg;BY;B;5358;5318;382;395
4542;2014;9304;Winklarn;BY;B;1639;1523;263;236
4543;2014;9163;GAP - Garmisch;BY;B;4481;4725;188;191
4544;2014;9352;Oberau (w);BY;B;4891;4920;200;237
4545;2014;9156;Fremdingen;BY;B;2299;2467;520;583
4546;2014;9157;Harburg;BY;B;6340;6312;1052;990
4547;2014;8453;Echterdingen 2;BW;B;34434;33274;722;757
4548;2014;3390;Geismar;NI;B;4355;4342;86;85
4549;2014;6105;Hoheneiche;HE;B;5928;6214;932;969
4550;2014;8933;Jestetten-Hardt;BW;B;5163;5213;124;132
4551;2014;9288;Karsbach-Höllrich;BY;B;2583;2527;267;261
4552;2014;8423;Kornwestheim;BW;B;23468;22746;1353;1304
4553;2014;8932;Lottstetten;BW;B;4480;4379;283;271
4554;2014;6345;Löschenrod;HE;B;14041;14502;1199;1383
4555;2014;6591;Marbach;HE;B;9476;9466;813;850
4556;2014;8382;Neckarsulm 2;BW;B;17302;18882;1138;1268
4557;2014;8935;Neuhaus;BW;B;1524;1676;151;193
4558;2014;8620;Rittersbach;BW;B;2903;2878;282;272
4559;2014;8712;Rottweil;BW;B;7301;7118;417;386
4560;2014;6671;Sontra;HE;B;3475;3416;394;386
4561;2014;8801;Tauberbischofsheim;BW;B;3701;3589;321;307
4562;2014;8601;Tübingen Süd;BW;B;16902;16691;844;858
4563;2014;8824;Walheim;BW;B;4174;4063;195;197
4564;2014;8340;Tübingen West;BW;B;12119;12367;737;718
4565;2014;8818;Heroldstatt;BW;B;1929;1907;143;141
4566;2014;8529;Kehl-Europabrücke;BW;B;17952;17993;779;864
4567;2014;8533;Oppenau-West;BW;B;4181;4131;251;241
4568;2014;8403;Grunbach;BW;B;26045;26352;1464;1491
4569;2014;8468;Westumgehung Aalen;BW;B;10648;10482;1150;1187
4570;2014;8816;Eberhardzell;BW;B;8824;8641;949;978
4571;2014;8538;March-Umkirch Ost;BW;B;11095;11404;585;587
4572;2014;8537;March-Umkirch West;BW;B;9955;10064;589;583
4573;2014;8720;Breisach;BW;B;7536;7567;281;306
4574;2014;8544;Döggingen;BW;B;9191;9280;1210;1219
4575;2014;8539;Falkensteig;BW;B;9967;10016;1238;1241
4576;2014;8540;Freiburg Ost Tunnel;BW;B;16882;17136;1228;1433
4577;2014;8542;Friedenweiler;BW;B;9547;9666;1198;1184
4578;2014;8311;Harlachen;BW;B;9564;9318;1126;976
4579;2014;8541;Hinterzarten;BW;B;10851;11054;1219;1240
4580;2014;9949;Lindau-Diepoldsbergtunnel;BY;B;10408;10200;1160;1249
4581;2014;8302;Sigmaringen;BW;B;4590;4589;509;500
4582;2014;8704;Gutach 2;BW;B;5187;5111;642;597
4583;2014;8701;Hornberg Tunnel;BW;B;2532;2585;567;536
4584;2014;8552;Kloster Hegne;BW;B;14725;14635;863;854
4585;2014;8944;Konstanz-Tägermoos;BW;B;9604;8700;436;403
4586;2014;8551;Radolfzell 2;BW;B;11045;10626;859;890
4587;2014;8936;Bietingen;BW;B;7732;7766;684;644
4588;2014;8931;Erzingen;BW;B;2477;2602;43;54
4589;2014;8925;Grenzacherhorn;BW;B;5157;5282;103;83
4590;2014;8929;Waldshut Rheinbrücke;BW;B;6221;6520;191;298
4591;2014;7027;Rheinbrücke Germersheim;RP;B;7414;7440;888;910
4592;2014;8535;Goldscheuer Nord;BW;B;4316;4160;294;295
4593;2014;8536;Goldscheuer Süd;BW;B;2719;2688;237;247
4594;2014;8685;Rastatt;BW;B;8751;8373;542;442
4595;2014;6407;Mörlenbach;HE;B;8861;8468;487;433
4596;2014;7068;Niederhorbach;RP;B;3789;3787;154;154
4597;2014;6402;Reinheim;HE;B;5388;5683;299;312
4598;2014;7838;Schweigen;RP;B;2630;2559;98;86
4599;2014;7093;Dudenhofen;RP;B;5799;7308;284;296
4600;2014;7094;Rheinbrücke Speyer-Süd;RP;B;13810;13702;1617;1465
4601;2014;7008;Birkenfeld;RP;B;4911;5006;375;352
4602;2014;7913;Idar-Oberstein;RP;B;6999;7109;390;400
4603;2014;7021;Idar-Oberstein Stadt;RP;B;10441;10135;269;316
4604;2014;243;SB-Neue Bremm;SL;B;5470;5572;166;178
